,title,theme,key_words,url
8648,HAYABUSA NIRS RAW SPECTRA V1.0,earth science,"alpha aur,jupiter,alpha sco,alpha ori,saturn,mars,hayabusa,25143 itokawa,cal lamps,calibration field,earth,moon",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=HAY-A-NIRS-2-NIRSRAW-V1.0
8649,NASA Standards and and Technical Assistance Resource Tool,,"journal papers,operations,earth science,space science,climate,technical reports,institutional",https://data.nasa.gov/d/7x39-v664
8650,CALIPSO Lidar L1B Profile Data V2-02,earth science,"radiation,eos,atmospheric science,cloud,satellite,aerosol,climate",https://data.nasa.gov/d/7x3h-ansd
8651,"MERRA-2 instU_2d_lfo_Nx: 2d,diurnal,Instantaneous,Single-Level,Assimilation,Land Surface Forcings 0.625 x 0.5 degree V5.12.4 (M2IUNXLFO) at GES DISC","merra-2,geospatial","atmospheric water vapor,atmospheric pressure,atmosphere,atmospheric temperature,atmospheric winds,ngda,earth science,national geospatial data asset",https://doi.org/10.5067/FC3BVJ88Y8A2
8652,OMPS/NPP L1B NP Radiance EV Calibrated Geolocated Swath Orbital V2 (OMPS_NPP_NPEV_L1B) at GES DISC,"npp-jpss,geospatial","ngda,national geospatial data asset,spectral/engineering,ultraviolet wavelengths,earth science",https://doi.org/doi:10.5067/M3ID6ZC0K2LW
8653,"VIIRS/SNPP Cloud Properties Level 3 daily, 1x1 degree grid","suomi-npp,aqua,geospatial","earth science,atmosphere,clouds,spectral/engineering,infrared wavelengths,visible wavelengths,ngda,national geospatial data asset",https://doi.org/10.5067/VIIRS/CLDPROP_D3_VIIRS_SNPP.011
8654,"Low-Stress Silicon Cladding for Surface Finishing Large UVOIR Mirrors, Phase I",,"jet propulsion laboratory,completed",https://techport.nasa.gov/view/16654
8655,"Earth Radiation Budget Experiment (ERBE) Regional, Zonal, and Global Averages S-4 data in native format","erbe,geospatial","earth science,atmosphere,atmospheric radiation",https://doi.org/10.5067/ERBE/S4_NAT_L3
8656,3-COLOR MESSENGER MDIS MAP PROJECTED MULTISPECTRAL RDR V1.0,earth science,"messenger,mercury",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MESS-H-MDIS-5-RDR-MD3-V1.0
8657,ROSETTA-ORBITER 67P OSIWAC 3 PRL-MTP005 RDR V3.0,earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSIWAC-3-PRL-67PCHURYUMOV-M05-V3.0
8658,CLEMENTINE HIRES MOSAIC,earth science,"deep space program science experiment,moon",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=CLEM1-L-H-5-DIM-MOSAIC-V1.0
8659,"MER 2 MARS HAZARD AVOID CAMERA
                                      XYZ RDR OPS V1.0",earth science,"mars exploration rover,mars",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MER2-M-HAZCAM-5-XYZ-OPS-V1.0
8660,HUYGENS ACP CALIBRATED ENGINEERING & SCIENCE DATA,earth science,"titan,cassini-huygens",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=HP-SSA-ACP-3-DESCENT-V1.0
8661,MEX MARS VMC CALIBRATED DATA V1.0,earth science,"mars express,lander",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MEX-M-VMC-3-RDR-V1.0
8662,Cyanide Mediated Systems Chemistry Towards Proto-metabolic Pathways,,"active,scripps research institute, the",https://techport.nasa.gov/view/94352
8663,Jaeger Monthly Mean Global Precipitation Climatology 2.5 x 5.0 degree V1 (RAIN_JEAGER) at GES DISC,"gpcp,geospatial","earth science,atmosphere,precipitation",https://cmr.earthdata.nasa.gov:443/search/concepts/C1280859301-GES_DISC.html
8664,"Time Inter-Comparison Using Transportable Optical Combs, Phase II",,"active,goddard space flight center",https://techport.nasa.gov/view/93799
8665,N-2 Contingency Algorithms for Autonomous Traffic Safety Monitoring,,"completed,langley research center",https://techport.nasa.gov/view/13709
8666,"Electronic Prognostics for Vehicle Health Management, Phase I",,"completed,ames research center",https://techport.nasa.gov/view/6085
8667,Robust (LPV) Adaptive Aeroservoelastic Control utilizing Physics-Based Aerodynamic Sensing,,completed,https://techport.nasa.gov/view/4481
8668,"Deployable Vegetable Production System (VEGGIE), Phase II",,"kennedy space center,completed",https://techport.nasa.gov/view/7485
8669,MCD27M SR INSB-IR-ARRY RESAMPLED RING OCCULTATION V1.0,earth science,"s rings,saturn occultation of 28 sagittarius 1989,saturn",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=MCD27M-SR-IIRAR-4-OCC-V1.0
8670,"Improved Metal-Polymeric Laminate Radiation Shielding, Phase II",,"completed,marshall space flight center",https://techport.nasa.gov/view/9127
8671,GPM ATMS on NOAA-20 (GPROF) Climate-based Radiometer Precipitation Profiling L2A 1.5 hours 17 km V05 (GPM_2AGPROFNOAA20ATMS_CLIM) at GES DISC,"gpm,geospatial","atmosphere,ngda,precipitation,atmospheric water vapor,national geospatial data asset,earth science",https://doi.org/10.5067/GPM/ATMS/NOAA20/GPROFCLIM/2A/05
8672,UARS Particle Environment Monitor (PEM) Level 3TP V004 (UARPE3TP) at GES DISC,"uars,geospatial","earth science,sun-earth interactions,solar energetic particle properties",https://cmr.earthdata.nasa.gov:443/search/concepts/C1273348498-GES_DISC.html
8673,TES/Aura L2 Hydrogen Cyanide Nadir V008,"tes,geospatial","earth science,atmosphere,atmospheric chemistry",https://doi.org/10.5067/AURA/TES/TL2HCNN.008
8674,"X-Boom, Phase I",,"langley research center,completed",https://techport.nasa.gov/view/33650
8675,Optimized Lift for Autonomous Formation Flight,,"completed,armstrong flight research center",https://techport.nasa.gov/view/14507
8676,Ground-Based Global Navigation Satellite System (GNSS) Combined Broadcast Ephemeris Data (hourly files) from NASA CDDIS,"igs,geospatial","earth science,solid earth,geodetics,gravity/gravitational field,tectonics",https://doi.org/10.5067/GNSS/GNSS_HOURLY_B_001
8677,"SATS- Lean Technology Design (LTD), Phase I",,"langley research center,completed",https://techport.nasa.gov/view/7220
8678,TRMM Ground Validation Calibrated QC Radar Reflectivity Full Volume Scan L1C 1 hour V7 (TRMM_1C51UW) at GES DISC,"trmm,geospatial","earth science,atmosphere,precipitation,spectral/engineering,radar",https://cmr.earthdata.nasa.gov:443/search/concepts/C1352386182-GES_DISC.html
8679,VIIRS/NPP BRDF/Albedo Parameter 3 Band M10 Daily L3 Global 30 ArcSec CMG V001,"npp-jpss,geospatial","earth science,land surface,surface radiative properties",https://doi.org/10.5067/VIIRS/VNP43D24.001
8680,Sentinel-3A OLCI Global Binned Chlorophyll (CHL),geospatial,"earth science,oceans,ocean chemistry,ngda,national geospatial data asset",https://doi.org/10.5067/S3A/OLCI/L3b/CHL/2018
8681,Gridded Monthly Time-Mean Observation (obs) Values 0.5 x 0.667 degree V001 (MA_AMSUA_NOAA15_OBS) at GES DISC,"merra time-mean observation data,geospatial","earth science,atmosphere,altitude,land surface,topography,land use/land cover",https://cmr.earthdata.nasa.gov:443/search/concepts/C1274764686-GES_DISC.html
8682,STARDUST NAVCAM IMAGES OF ANNEFRANK,earth science,"stardust,5535 annefrank",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=SDU-A-NAVCAM-2-EDR-ANNEFRANK-V1.0
8683,"Noninvasive Automated Diagnostic System for Aircraft Wiring, Phase I",,"completed,dryden flight research center",https://techport.nasa.gov/view/6549
8684,Transcriptional analysis of dorsal skin from mice flown on the RR-5 mission,earth science,"mouse habitation,sample collection,nucleic acid extraction,spike-in protocol,library construction,nucleic acid sequencing,genelab rnaseq data processing protocol,animal husbandry,data transformation,spaceflight",https://data.nasa.gov/d/7xtc-qq8q
8685,"Silicon Carbide Grid Supports for X-ray Telescopes, Phase I",,"active,goddard space flight center",https://techport.nasa.gov/view/94747
8686,"Airborne Electromagnetic Sounding of the Interiors of Venus, Mars, and Titan",,active,https://techport.nasa.gov/view/88459
8687,"Global 30-Year Mean Monthly Climatology, 1901-1960 (New et al.)","climate,geospatial","earth science,atmosphere,atmospheric temperature,atmospheric water vapor,clouds,precipitation,weather events",https://doi.org/10.3334/ORNLDAAC/550
8688,"TROPESS AIRS-Aqua L2 Deuterated Water Vapor for Forward Stream, Standard Product V1 (TRPSDL2HDOAIRSFS) at GES DISC","tropess,geospatial","earth science,atmosphere,atmospheric chemistry",https://doi.org/10.5067/K3OGAJGRUAB8
8689,IceBridge MCoRDS L2 Ice Thickness V001,"2009_an_cresis,2009_an_nasa,2010_an_nasa,2010_gr_nasa,2011_an_nasa,2011_gr_nasa,2012_an_nasa,2012_gr_nasa,2013_an_nasa,2013_gr_nasa,2014_an_nasa,2014_gr_nasa,2015_an_nasa,2015_gr_nasa,2016_an_nasa,2016_gr_nasa,2017_an_nasa,2017_gr_nasa,2018_an_nasa,2018_gr_nasa,geospatial","earth science,cryosphere,glaciers/ice sheets",https://doi.org/10.5067/GDQ0CUCVTE2Q
8690,"Natural Resource Protection and Child Health Indicators, 2012 Release","nrmi,geospatial","earth science,human dimensions,environmental impacts,sustainability,public health",https://doi.org/10.7927/H41Z4299
8691,Soil Thermal Conductivity Data (FIFE),"fife,geospatial","earth science,land surface,soils",https://doi.org/10.3334/ORNLDAAC/116
8692,NAMMA PRAIA CAPE VERDE RADIOSONDE V1,"namma,geospatial","earth science,atmosphere,atmospheric temperature,atmospheric winds,atmospheric pressure,atmospheric water vapor",https://cmr.earthdata.nasa.gov:443/search/concepts/C1625129011-GHRC_CLOUD.html
8693,AMSR-E/Aqua Daily L3 Global Ascending/Descending .25x.25 deg Ocean Grids V002,geospatial,"earth science,atmosphere,clouds,oceans,ocean temperature,atmospheric winds,ocean winds,atmospheric water vapor",https://doi.org/10.5067/AMSR-E/AE_DYOCN.002
8694,"LBA-ECO CD-01 Meteorological Data, Tapajos and Amazon Rivers, Santarem, Brazil: 2001","lba-eco,geospatial","earth science,atmosphere,aerosols,atmospheric pressure,atmospheric temperature,atmospheric water vapor,atmospheric winds",https://doi.org/10.3334/ORNLDAAC/1114
8695,MODIS/Aqua Aerosol 10km 5-Min L2 Narrow Swath Subset along CloudSat V002 (MAC04S0) at GES DISC,"atdd,geospatial","earth science,atmosphere,aerosols,atmospheric radiation,ngda,national geospatial data asset",https://cmr.earthdata.nasa.gov:443/search/concepts/C1236350918-GES_DISC.html
8696,"CALIPSO Lidar Level 2 Cloud Profile data, Prov-V3-40","calipso,geospatial","oceans,lidar,spectral/engineering,earth science,national geospatial data asset,ngda,ocean optics",https://doi.org/10.5067/CALIOP/CALIPSO/LID_L2_05kmCPro-Prov-V3-40
8697,"Distributed Command/Control Impacts on NAS Operations, Phase I",,"langley research center,completed",https://techport.nasa.gov/view/5738
8698,Ignition Susceptibility of Additive Manufactured Inconel 718 in Oxygen by Subsonic and Supersonic Particle Impact,,"johnson space center,completed",https://techport.nasa.gov/view/91018
8699,MODIS/Terra Aerosol 5-Min L2 Swath 10km - NRT,"dods,eosdis,esip,terra,opendap,geospatial","earth science,atmosphere,aerosols,atmospheric radiation,ngda,national geospatial data asset",https://doi.org/10.5067/MODIS/MOD04_L2.NRT.061
8700,TOMS Nimbus-7 UV Aerosol Index Monthly L3 Global 1 deg x 1.25 deg Lat/Lon Grid V008 (TOMSN7L3maer) at GES DISC,"toms,geospatial","earth science,atmosphere,aerosols",https://cmr.earthdata.nasa.gov:443/search/concepts/C1237114217-GES_DISC.html
8701,Fermi Solar Flare X-Ray and Gamma-Ray Observations,space science,"gbm,lat,fermi,solar,gamma-ray,telescope",https://data.nasa.gov/d/7y7x-ncsy
8702,"Thermal Management of Superconducting Electromagnets in VASIMR Thrusters, Phase I",,"completed,johnson space center",https://techport.nasa.gov/view/5321
8703,"Shared Magnetics Hall Thruster, Phase I",,"glenn research center,completed",https://techport.nasa.gov/view/5613
8704,"Multi-Physics NTR Safety Analyses, Phase I",,"stennis space center,active",https://techport.nasa.gov/view/93660
8705,"ROSETTA-ORBITER 67P RSI 1/2/3
                                     COMET ESCORT 1 0519 V1.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RSI-1%2F2%2F3-ESC1-0519-V1.0
8706,"VG2 URA LECP RESAMPLED SUMMARY SCAN
                                      AVERAGED 15MIN V1.0",earth science,"voyager,uranus",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=VG2-U-LECP-4-SUMM-AVERAGE-15MIN-V1.0
8707,"SMEX02 Watershed Vegetation Sampling Data, Walnut Creek, Iowa, Version 1",geospatial,"earth science,biosphere,vegetation",https://doi.org/10.5067/XCGVUPGKER17
8708,"Rock glacier inventory, Printse Valley, Valais, Switzerland, Version 1",geospatial,"earth science,cryosphere,frozen ground,land surface,snow/ice",https://cmr.earthdata.nasa.gov:443/search/concepts/C1386206728-NSIDCV0.html
8709,A Compact Relativistic Electron Proton Telescope (CREPT) to Investigate Magnetospheric Electron Microbursts,,"completed,goddard space flight center",https://techport.nasa.gov/view/11919
8710,GPM GROUND VALIDATION CHILL RADAR MC3E V1,"mc3e,geospatial","earth science,spectral/engineering,radar",https://cmr.earthdata.nasa.gov:443/search/concepts/C1625128647-GHRC_CLOUD.html
8711,GLDAS Noah Land Surface Model L4 monthly 0.25 x 0.25 degree V2.1 (GLDAS_NOAH025_M) at GES DISC,"gldas,geospatial","earth science,atmosphere,atmospheric pressure,atmospheric radiation,atmospheric temperature,atmospheric water vapor,atmospheric winds,precipitation,land surface,soils,surface thermal properties,terrestrial hydrosphere,snow/ice,surface water",https://doi.org/10.5067/SXAVCZFAQLNO
8712,"NEW HORIZONS
      MVIC KEM1
      RAW V2.0",earth science,new horizons kuiper belt extended mission,https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=NH-A-MVIC-2-KEM1-V2.0
8713,Amazon Web Services: NASA Earth Exchange (NEX) Global Daily Downscaled Projections (NEX-GDDP),earth science,"earth science,climate,aws,amazon web services",https://aws.amazon.com/nasa/nex/
8714,"U.S. Population Grids (Summary File 1), 2000: New Orleans Metropolitan Statistical Area, Alpha Version","uspg,geospatial","earth science,human dimensions,population",https://doi.org/10.7927/H4QJ7F75
8715,Collaborative Testing of Turbulence Models: Incompressible Flow Cases from 1980-81 Data Library,aerospace,"incompressible,turbulence,cases,flow,models",http://turbmodels.larc.nasa.gov/bradshaw.html
8716,Infrared and Near Infrared Spectroscopy of Astrophysical Molecules,,active,https://techport.nasa.gov/view/13949
8717,Fermi,space science,"space science,astrophysics,gbm,lat,gamma-ray bursts,particle physics,photons,pulsars,solar flares,light arcs",https://data.nasa.gov/d/7ypi-c6yr
8718,GPM ATMS on NOAA-20 (GPROF) Climate-based Radiometer Precipitation Profiling L3 1 day 0.25 degree x 0.25 degree  V05 (GPM_3GPROFNOAA20ATMS_DAY_CLIM) at GES DISC,"gpm,geospatial","atmospheric water vapor,earth science,atmosphere,precipitation,national geospatial data asset,ngda",https://doi.org/10.5067/GPM/ATMS/NOAA20/GPROFCLIM/3A-DAY/05
8719,ROSETTA-ORBITER COMET PRELANDING OSIWAC 2 EDR data,earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-OSIWAC-2-PRL-67PCHURYUMOV-M04-V1.0
8720,Earth Observing-1 Advanced Land Imager V1,geospatial,"earth science,land surface,topography",https://cmr.earthdata.nasa.gov:443/search/concepts/C1379757686-USGS_EROS.html
8721,"High Burn Rate Hybrid Fuel for Improved Grain Design, Phase I",,"marshall space flight center,completed",https://techport.nasa.gov/view/5835
8722,DXC'10 Framework and Oracle,,"dashlink,ames,nasa",https://c3.nasa.gov/dashlink/resources/251/
8723,"SMEX05 Site Photographs: Iowa, Version 1",geospatial,"earth science,land surface,land use/land cover",https://doi.org/10.5067/7M82E6NBE4PF
8724,Lightweight Integrated Solar Array and Transceiver (LISA-T),,"marshall space flight center,completed",https://techport.nasa.gov/view/91632
8725,Aqua MODIS Global Binned 11µm Daytime Sea Surface Temperature (SST) Data,geospatial,"earth science,oceans,ocean temperature,ngda,national geospatial data asset",https://cmr.earthdata.nasa.gov:443/search/concepts/C1615905769-OB_DAAC.html
8726,VG1 JUP LECP CALIBRATED RESAMPLED SECTORED 15MIN V1.1,earth science,"voyager,jupiter",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=VG1-J-LECP-4-SUMM-SECTOR-15MIN-V1.1
8727,Ocean Worlds Lander Imager,,active,https://techport.nasa.gov/view/92282
8728,SRB_REL3.0_SW_DAILY_UTC,"srb,geospatial",,https://cmr.earthdata.nasa.gov:443/search/concepts/C7611544-LARC_ASDC.html
8729,"ABoVE: Annual Phenology Derived from Landsat across the ABoVE Core Domain, 1984-2014","above,geospatial","earth science,biosphere,vegetation",https://doi.org/10.3334/ORNLDAAC/1698
8730,MLS/Aura Level 3 Daily Binned Hydroxyl (OH) Mixing Ratio on Assorted Grids V004 (ML3DBOH) at GES DISC,"aura,geospatial","earth science,atmosphere,atmospheric chemistry",https://doi.org/10.5067/Aura/MLS/DATA/3118
8731,MODIS Terra Level 3 SST Thermal IR Monthly 4km Daytime V2019.0,"eos,geospatial","earth science,oceans,ocean temperature,ngda,national geospatial data asset",https://doi.org/10.5067/MODST-MO4D9
8732,"Hydrocarbon Gas Detection Sensors For Flight Research, Phase I",,"completed,dryden flight research center",https://techport.nasa.gov/view/7163
8733,"Nano-Phase Powder Based Exothermic Braze Repair Technology For RCC Materials, Phase I",,"kennedy space center,completed",https://techport.nasa.gov/view/5544
8734,"NPP Multi-Biome: Summary Data from Intensive Studies at 125 Sites, 1936-2006","npp,geospatial","earth science,agriculture,soils,atmosphere,atmospheric temperature,precipitation,biosphere,vegetation,land surface,topography",https://doi.org/10.3334/ORNLDAAC/1352
8735,VIIRS/NPP BRDF/Albedo Parameter 1 Band M10 Daily L3 Global 30 ArcSec CMG V001,"npp-jpss,geospatial","earth science,land surface,surface radiative properties",https://doi.org/10.5067/VIIRS/VNP43D22.001
8736,ACEPOL ER-2 Meteorological and Navigational Data Version 1,"acepol,geospatial","atmosphere,atmospheric water vapor,atmospheric temperature,atmospheric winds,earth science,altitude",https://doi.org/10.5067/SUBORBITAL/ACEPOL2017/MetNav_AircraftInSitu_Data_1
8737,"Electrochemical Capacitor Development for Pulsed Power Communications, Phase I",,"glenn research center,completed",https://techport.nasa.gov/view/6659
8738,ROSETTA-LANDER CAL MUPUS 2 PHC V1.0,earth science,"international rosetta mission,calibration",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RL-CAL-MUPUS-2-PHC-V1.0
8739,"SiB4 Modeled Global 0.5-Degree Daily Carbon Fluxes and Pools, 2000-2018","cms,geospatial","climate indicators,vegetation,soils,biosphere,land surface,ecological dynamics,carbon flux,earth science",https://doi.org/10.3334/ORNLDAAC/1849
8740,"ROSETTA-ORBITER 67P RSI 1/2/3
                                     COMET ESCORT 2 0839 V1.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RSI-1%2F2%2F3-ESC2-0839-V1.0
8741,Global Navigation Satellite System (GNSS) Final Cumulative Earth Rotation Parameters Product from NASA CDDIS,"igs,geospatial","earth science,solid earth,geodetics,gravity/gravitational field,tectonics",https://doi.org/10.5067/GNSS/GNSS_IGSERPC_001
8742,EARTH BASED CANON REBEL XT LVL IMAGES OF MARS ANALOGS V1.0,earth science,earth,https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=EAR-E-REBELXT-7-IMAGE-MARS-ANALOG-V1.0
8743,AIRS/Aqua L3 Monthly Support Product (AIRS+AMSU+HSB) 1 degree x 1 degree V006 (AIRH3SPM) at GES DISC,"aqua,geospatial","atmospheric chemistry,clouds,atmospheric water vapor,atmospheric radiation,land surface,precipitation,ngda,national geospatial data asset,air quality,surface thermal properties,ocean temperature,surface radiative properties,atmospheric temperature,atmospheric pressure,altitude,earth science,atmosphere,oceans",https://doi.org/10.5067/Aqua/AIRS/DATA323
8744,OMPS-NPP L2 NM Ozone (O3) Total Column swath orbital,"npp-jpss,geospatial","earth science,atmosphere,atmospheric chemistry",https://doi.org/10.5067/0WF4HAAZ0VHK
8745,MetOp-A ASCAT Level 2 25-km Ocean Surface Wind Vector Climate Data Record,"metop,geospatial","earth science,oceans,ocean winds",https://doi.org/10.15770/EUM_SAF_OSI_0006
8746,Academy of Program/Project & Engineering Leadership ASK the Academy Past Issues,management/operations,"sharing,appel,knowledge,ask the academy",http://appel.nasa.gov/ask-academy/ask-the-academy-past-issues/
8747,CubeSat Form Factor Thermal Control Louvers,,"completed,goddard space flight center",https://techport.nasa.gov/view/14545
8748,CASSINI HIGH RATE DETECTOR V8.0,earth science,"dust,cassini-huygens,calibration",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=CO-D-HRD-3-COHRD-V8.0
8749,GHRSST Level 2P Global Sea Surface Skin Temperature  from the Visible and Infrared Imager/Radiometer Suite (VIIRS) on the Suomi-NPP satellite (GDS2),"ghrsst,geospatial","earth science,oceans,ocean temperature",https://doi.org/10.5067/GHVRS-2PJ62
8750,World Map,,world map,https://data.nasa.gov/d/7zbq-j77a
8751,MISR Level 1A Calibration Data V002,"misr,geospatial","earth science,spectral/engineering,visible wavelengths",https://doi.org/Not Applicable
8752,"Multi-Mission MicroSDR, Phase I",,"glenn research center,completed",https://techport.nasa.gov/view/5879
8753,"LiDAR-based Biomass Estimates, Boreal Forest Biome, Eurasia, 2005-2006","vegetation,geospatial","earth science,biosphere,vegetation",https://doi.org/10.3334/ORNLDAAC/1278
8754,Academy of Program/Project & Engineering Leadership: Interactive Case Studies,management/operations,"training,sharing,management,knowledge,appel,project,case studies",http://appel.nasa.gov/knowledge-sharing/case-studies/appel-case-studies/
8755,DISCOVER-AQ Ozonesonde Measurements,"discover-aq,geospatial","earth science,atmosphere,atmospheric pressure,atmospheric water vapor,atmospheric temperature,atmospheric chemistry,air quality,atmospheric winds,ngda,national geospatial data asset",https://doi.org/10.5067/ASDC_DAAC/DISCOVER-AQ/0011
8756,SeaWinds on ADEOS-II L3 Ocean Wind Vectors w/AMSR corrections (JPL),"seawinds,geospatial","earth science,oceans,ocean winds",https://doi.org/10.5067/SEAAM-L3X00
8757,"Enhanced Dynamic Load Sensor for ISS (EDLS-ISS), Phase II",,"johnson space center,completed",https://techport.nasa.gov/view/18022
8758,"Development of Space Based Emergency Medical Procedures Using Simulation Technology, Phase II",,"johnson space center,completed",https://techport.nasa.gov/view/10193
8759,"Multi-Spectral Infrared Focal Plane Array For Wildfire And Burning-Biomass Analysis, Phase I",,"active,goddard space flight center",https://techport.nasa.gov/view/94687
8760,MCDONALD OBSERVATORY FAINT COMET SPECTRO-PHOTOMETRIC SURVEY,earth science,"comet,support archives",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=EAR-C-MCDIDS-3-RDR-MCDNLD-V1.0
8761,"Optimized Cellular Core for Rotorcraft, Phase II",,"completed,glenn research center",https://techport.nasa.gov/view/6263
8762,"ROSETTA-ORBITER 67P RSI 1/2/3
                                     ROSETTA EXTENSION 1 1347 V1.0",earth science,"international rosetta mission,67p/churyumov-gerasimenko 1 (1969 r1)",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=RO-C-RSI-1%2F2%2F3-EXT1-1347-V1.0
8763,"H/OZ: PFD and Collaborative Flight Control System, Phase II",,"langley research center,completed",https://techport.nasa.gov/view/7757
8764,LRO DLRE 5 GRIDDED DATA RECORDS,earth science,"lunar reconnaissance orbiter,moon",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=LRO-L-DLRE-5-GDR-V1.0
8765,CALIPSO Lidar L2 Vertical Feature Mask Data V3-01,earth science,"eos,climate,aerosol,satellite,cloud,atmospheric science,radiation",https://data.nasa.gov/d/7zku-mjcn
8766,"tavgU_2d_mld_Nx: MERRA Simulated 2D Incremental Analysis Update (IAU) MERRA-Land reanalysis, GEOSldas-MERRALand, Time Average Diurnal  0.667 x 0.5 degree V5.2.0 (MSTUNXMLD) at GES DISC","merra,geospatial","precipitation,atmospheric radiation,earth science,atmospheric temperature,national geospatial data asset,atmospheric water vapor,atmosphere,ngda,clouds",https://doi.org/10.5067/5IXZ5JMZ8XHZ
8767,BRIC-23 GeneLab Process Verification Test: Bacillus subtilis transcriptomic proteomic and metabolomic data,earth science,"microgravity,freezing,proteomics data transformation,freezing control design and sample processing,sample processing,extraction,data transformation,mass spectrometry,labeling,proteomics mass spectrometry,proteomics labeling,protein extraction,nucleic acid sequencing,metabolomics data transformation,sequence analysis data transformation,metabolomics mass spectrometry,metabolomics labeling,metabolite extraction,sample collection,library construction,nucleic acid extraction",https://data.nasa.gov/d/7znk-heru
8768,INTEXA_PROTEUS_AIRCRAFT,"intexa,geospatial",,https://cmr.earthdata.nasa.gov:443/search/concepts/C1000000481-LARC_ASDC.html
8769,ODYA Bundle,earth science,"mars,mars odyssey",https://pds.nasa.gov/ds-view/pds/viewBundle.jsp?identifier=urn%3Anasa%3Apds%3Aody_accel&version=1.0
8770,PDS Mars Exploration Rovers Data Release 39,earth science,"navcam,mi,pancam,apxs,atmospheric opacity,spice,rover motion counter,rat,hazcam,pds",https://pds.jpl.nasa.gov/tools/subscription_service/SS-Release.shtml
8771,Aquarius Official Release Level 3 Ancillary Reynolds Sea Surface Temperature Standard Mapped Image Descending Seasonal Climatology Data V5.0,"aquarius sac-d,geospatial","earth science,oceans,ocean temperature",https://doi.org/10.5067/AQR50-3RVDS
8772,CASSINI RSS RAW DATA SET - SROC2 V1.0,earth science,"cassini-huygens,saturn",https://pds.nasa.gov/ds-view/pds/viewDataset.jsp?dsid=CO-S-RSS-1-SROC2-V1.0
8773,Asteroid Lightcurve Database (LCDB) V3.0,earth science,none,https://pds.nasa.gov/ds-view/pds/viewBundle.jsp?identifier=urn%3Anasa%3Apds%3Aast-lightcurve-database&version=3.0
8774,"Permafrost Temperature Data from a Deep Borehole Array on the Arctic Slope of Alaska, Version 1",geospatial,"earth science,cryosphere,frozen ground",https://doi.org/10.5065/D6N014HK
8775,CLAMS MODIS L2 Aerosols,"clams,geospatial","ngda,earth science,atmosphere,aerosols,national geospatial data asset",https://doi.org/10.5067/ASDC_DAAC/CLAMS/0004
8776,NARSTO_EPA_SS_NEW_YORK_AIR_CHEM_PM_MET_DATA,"narsto,geospatial",,https://cmr.earthdata.nasa.gov:443/search/concepts/C1000000183-LARC_ASDC.html
8777,Gridded Monthly Time-Mean Observation minus Analysis (oma) Values 0.5 x 0.667 degree V001 (MA_MSU_NOAA07_OMA) at GES DISC,"merra time-mean observation data,geospatial","topography,land use/land cover,altitude,national geospatial data asset,ngda,atmosphere,earth science,land surface",https://cmr.earthdata.nasa.gov:443/search/concepts/C1274764804-GES_DISC.html
8778,OLCI/SENTINEL-3A L1 Reduced Resolution Top of Atmosphere Reflectance,"eos,geospatial","ngda,national geospatial data asset,visible wavelengths,platform characteristics,infrared wavelengths,spectral/engineering,earth science",https://cmr.earthdata.nasa.gov:443/search/concepts/C1286876651-LAADS.html
8779,IceBridge Preliminary ATM L1B Elevation and Return Strength V001,"2019_gr_nasa,geospatial","earth science,climate indicators,cryospheric indicators",https://doi.org/10.5067/KIAE09S03PMA
8780,Methane (CH4) Flux for Mexican Oil/Gas Systems L4 V1 (CMS_CH4_FLX_MX) at GES DISC,"cms,geospatial","earth science,atmosphere,atmospheric chemistry",https://doi.org/10.5067/RZAQB50RV3BS
